epiweek,WeekStart,WeekMid,WeekEnd,Year,Week,train_1,target_1,train_2,target_2,train_3,target_3
201902,06/01/2019,10/01/2019,12/01/2019,2019,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201903,13/01/2019,17/01/2019,19/01/2019,2019,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201904,20/01/2019,24/01/2019,26/01/2019,2019,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201905,27/01/2019,31/01/2019,02/02/2019,2019,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201906,03/02/2019,07/02/2019,09/02/2019,2019,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201907,10/02/2019,14/02/2019,16/02/2019,2019,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201908,17/02/2019,21/02/2019,23/02/2019,2019,8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201909,24/02/2019,28/02/2019,02/03/2019,2019,9,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201910,03/03/2019,07/03/2019,09/03/2019,2019,10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201911,10/03/2019,14/03/2019,16/03/2019,2019,11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201912,17/03/2019,21/03/2019,23/03/2019,2019,12,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201913,24/03/2019,28/03/2019,30/03/2019,2019,13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201914,31/03/2019,04/04/2019,06/04/2019,2019,14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201915,07/04/2019,11/04/2019,13/04/2019,2019,15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201916,14/04/2019,18/04/2019,20/04/2019,2019,16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201917,21/04/2019,25/04/2019,27/04/2019,2019,17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201918,28/04/2019,02/05/2019,04/05/2019,2019,18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201919,05/05/2019,09/05/2019,11/05/2019,2019,19,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201920,12/05/2019,16/05/2019,18/05/2019,2019,20,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201921,19/05/2019,23/05/2019,25/05/2019,2019,21,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201922,26/05/2019,30/05/2019,01/06/2019,2019,22,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201923,02/06/2019,06/06/2019,08/06/2019,2019,23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201924,09/06/2019,13/06/2019,15/06/2019,2019,24,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201925,16/06/2019,20/06/2019,22/06/2019,2019,25,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201926,23/06/2019,27/06/2019,29/06/2019,2019,26,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201927,30/06/2019,04/07/2019,06/07/2019,2019,27,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201928,07/07/2019,11/07/2019,13/07/2019,2019,28,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201929,14/07/2019,18/07/2019,20/07/2019,2019,29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201930,21/07/2019,25/07/2019,27/07/2019,2019,30,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201931,28/07/2019,01/08/2019,03/08/2019,2019,31,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201932,04/08/2019,08/08/2019,10/08/2019,2019,32,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201933,11/08/2019,15/08/2019,17/08/2019,2019,33,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201934,18/08/2019,22/08/2019,24/08/2019,2019,34,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201935,25/08/2019,29/08/2019,31/08/2019,2019,35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201936,01/09/2019,05/09/2019,07/09/2019,2019,36,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201937,08/09/2019,12/09/2019,14/09/2019,2019,37,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201938,15/09/2019,19/09/2019,21/09/2019,2019,38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201939,22/09/2019,26/09/2019,28/09/2019,2019,39,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201940,29/09/2019,03/10/2019,05/10/2019,2019,40,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201941,06/10/2019,10/10/2019,12/10/2019,2019,41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201942,13/10/2019,17/10/2019,19/10/2019,2019,42,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201943,20/10/2019,24/10/2019,26/10/2019,2019,43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201944,27/10/2019,31/10/2019,02/11/2019,2019,44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201945,03/11/2019,07/11/2019,09/11/2019,2019,45,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201946,10/11/2019,14/11/2019,16/11/2019,2019,46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201947,17/11/2019,21/11/2019,23/11/2019,2019,47,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201948,24/11/2019,28/11/2019,30/11/2019,2019,48,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201949,01/12/2019,05/12/2019,07/12/2019,2019,49,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201950,08/12/2019,12/12/2019,14/12/2019,2019,50,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201951,15/12/2019,19/12/2019,21/12/2019,2019,51,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
201952,22/12/2019,26/12/2019,28/12/2019,2019,52,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202001,29/12/2019,02/01/2020,04/01/2020,2020,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202002,05/01/2020,09/01/2020,11/01/2020,2020,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202003,12/01/2020,16/01/2020,18/01/2020,2020,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202004,19/01/2020,23/01/2020,25/01/2020,2020,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202005,26/01/2020,30/01/2020,01/02/2020,2020,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202006,02/02/2020,06/02/2020,08/02/2020,2020,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202007,09/02/2020,13/02/2020,15/02/2020,2020,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202008,16/02/2020,20/02/2020,22/02/2020,2020,8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202009,23/02/2020,27/02/2020,29/02/2020,2020,9,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202010,01/03/2020,05/03/2020,07/03/2020,2020,10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202011,08/03/2020,12/03/2020,14/03/2020,2020,11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202012,15/03/2020,19/03/2020,21/03/2020,2020,12,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202013,22/03/2020,26/03/2020,28/03/2020,2020,13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202014,29/03/2020,02/04/2020,04/04/2020,2020,14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202015,05/04/2020,09/04/2020,11/04/2020,2020,15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202016,12/04/2020,16/04/2020,18/04/2020,2020,16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202017,19/04/2020,23/04/2020,25/04/2020,2020,17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202018,26/04/2020,30/04/2020,02/05/2020,2020,18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202019,03/05/2020,07/05/2020,09/05/2020,2020,19,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202020,10/05/2020,14/05/2020,16/05/2020,2020,20,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202021,17/05/2020,21/05/2020,23/05/2020,2020,21,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202022,24/05/2020,28/05/2020,30/05/2020,2020,22,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202023,31/05/2020,04/06/2020,06/06/2020,2020,23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202024,07/06/2020,11/06/2020,13/06/2020,2020,24,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202025,14/06/2020,18/06/2020,20/06/2020,2020,25,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202026,21/06/2020,25/06/2020,27/06/2020,2020,26,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202027,28/06/2020,02/07/2020,04/07/2020,2020,27,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202028,05/07/2020,09/07/2020,11/07/2020,2020,28,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202029,12/07/2020,16/07/2020,18/07/2020,2020,29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202030,19/07/2020,23/07/2020,25/07/2020,2020,30,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202031,26/07/2020,30/07/2020,01/08/2020,2020,31,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202032,02/08/2020,06/08/2020,08/08/2020,2020,32,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202033,09/08/2020,13/08/2020,15/08/2020,2020,33,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202034,16/08/2020,20/08/2020,22/08/2020,2020,34,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202035,23/08/2020,27/08/2020,29/08/2020,2020,35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202036,30/08/2020,03/09/2020,05/09/2020,2020,36,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202037,06/09/2020,10/09/2020,12/09/2020,2020,37,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202038,13/09/2020,17/09/2020,19/09/2020,2020,38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202039,20/09/2020,24/09/2020,26/09/2020,2020,39,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202040,27/09/2020,01/10/2020,03/10/2020,2020,40,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202041,04/10/2020,08/10/2020,10/10/2020,2020,41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202042,11/10/2020,15/10/2020,17/10/2020,2020,42,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202043,18/10/2020,22/10/2020,24/10/2020,2020,43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202044,25/10/2020,29/10/2020,31/10/2020,2020,44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202045,01/11/2020,05/11/2020,07/11/2020,2020,45,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202046,08/11/2020,12/11/2020,14/11/2020,2020,46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202047,15/11/2020,19/11/2020,21/11/2020,2020,47,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202048,22/11/2020,26/11/2020,28/11/2020,2020,48,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202049,29/11/2020,03/12/2020,05/12/2020,2020,49,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202050,06/12/2020,10/12/2020,12/12/2020,2020,50,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202051,13/12/2020,17/12/2020,19/12/2020,2020,51,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202052,20/12/2020,24/12/2020,26/12/2020,2020,52,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202053,27/12/2020,31/12/2020,02/01/2021,2020,53,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202101,03/01/2021,07/01/2021,09/01/2021,2021,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202102,10/01/2021,14/01/2021,16/01/2021,2021,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202103,17/01/2021,21/01/2021,23/01/2021,2021,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202104,24/01/2021,28/01/2021,30/01/2021,2021,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202105,31/01/2021,04/02/2021,06/02/2021,2021,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202106,07/02/2021,11/02/2021,13/02/2021,2021,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202107,14/02/2021,18/02/2021,20/02/2021,2021,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202108,21/02/2021,25/02/2021,27/02/2021,2021,8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202109,28/02/2021,04/03/2021,06/03/2021,2021,9,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202110,07/03/2021,11/03/2021,13/03/2021,2021,10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202111,14/03/2021,18/03/2021,20/03/2021,2021,11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202112,21/03/2021,25/03/2021,27/03/2021,2021,12,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202113,28/03/2021,01/04/2021,03/04/2021,2021,13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202114,04/04/2021,08/04/2021,10/04/2021,2021,14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202115,11/04/2021,15/04/2021,17/04/2021,2021,15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202116,18/04/2021,22/04/2021,24/04/2021,2021,16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202117,25/04/2021,29/04/2021,01/05/2021,2021,17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202118,02/05/2021,06/05/2021,08/05/2021,2021,18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202119,09/05/2021,13/05/2021,15/05/2021,2021,19,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202120,16/05/2021,20/05/2021,22/05/2021,2021,20,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202121,23/05/2021,27/05/2021,29/05/2021,2021,21,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202122,30/05/2021,03/06/2021,05/06/2021,2021,22,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202123,06/06/2021,10/06/2021,12/06/2021,2021,23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202124,13/06/2021,17/06/2021,19/06/2021,2021,24,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202125,20/06/2021,24/06/2021,26/06/2021,2021,25,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202126,27/06/2021,01/07/2021,03/07/2021,2021,26,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202127,04/07/2021,08/07/2021,10/07/2021,2021,27,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202128,11/07/2021,15/07/2021,17/07/2021,2021,28,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202129,18/07/2021,22/07/2021,24/07/2021,2021,29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202130,25/07/2021,29/07/2021,31/07/2021,2021,30,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202131,01/08/2021,05/08/2021,07/08/2021,2021,31,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202132,08/08/2021,12/08/2021,14/08/2021,2021,32,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202133,15/08/2021,19/08/2021,21/08/2021,2021,33,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202134,22/08/2021,26/08/2021,28/08/2021,2021,34,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202135,29/08/2021,02/09/2021,04/09/2021,2021,35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202136,05/09/2021,09/09/2021,11/09/2021,2021,36,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202137,12/09/2021,16/09/2021,18/09/2021,2021,37,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202138,19/09/2021,23/09/2021,25/09/2021,2021,38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202139,26/09/2021,30/09/2021,02/10/2021,2021,39,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202140,03/10/2021,07/10/2021,09/10/2021,2021,40,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202141,10/10/2021,14/10/2021,16/10/2021,2021,41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202142,17/10/2021,21/10/2021,23/10/2021,2021,42,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202143,24/10/2021,28/10/2021,30/10/2021,2021,43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202144,31/10/2021,04/11/2021,06/11/2021,2021,44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202145,07/11/2021,11/11/2021,13/11/2021,2021,45,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202146,14/11/2021,18/11/2021,20/11/2021,2021,46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202147,21/11/2021,25/11/2021,27/11/2021,2021,47,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202148,28/11/2021,02/12/2021,04/12/2021,2021,48,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202149,05/12/2021,09/12/2021,11/12/2021,2021,49,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202150,12/12/2021,16/12/2021,18/12/2021,2021,50,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202151,19/12/2021,23/12/2021,25/12/2021,2021,51,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202152,26/12/2021,30/12/2021,01/01/2022,2021,52,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202201,02/01/2022,06/01/2022,08/01/2022,2022,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202202,09/01/2022,13/01/2022,15/01/2022,2022,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202203,16/01/2022,20/01/2022,22/01/2022,2022,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202204,23/01/2022,27/01/2022,29/01/2022,2022,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202205,30/01/2022,03/02/2022,05/02/2022,2022,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202206,06/02/2022,10/02/2022,12/02/2022,2022,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202207,13/02/2022,17/02/2022,19/02/2022,2022,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202208,20/02/2022,24/02/2022,26/02/2022,2022,8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202209,27/02/2022,03/03/2022,05/03/2022,2022,9,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202210,06/03/2022,10/03/2022,12/03/2022,2022,10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202211,13/03/2022,17/03/2022,19/03/2022,2022,11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202212,20/03/2022,24/03/2022,26/03/2022,2022,12,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202213,27/03/2022,31/03/2022,02/04/2022,2022,13,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202214,03/04/2022,07/04/2022,09/04/2022,2022,14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202215,10/04/2022,14/04/2022,16/04/2022,2022,15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202216,17/04/2022,21/04/2022,23/04/2022,2022,16,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202217,24/04/2022,28/04/2022,30/04/2022,2022,17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202218,01/05/2022,05/05/2022,07/05/2022,2022,18,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202219,08/05/2022,12/05/2022,14/05/2022,2022,19,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202220,15/05/2022,19/05/2022,21/05/2022,2022,20,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202221,22/05/2022,26/05/2022,28/05/2022,2022,21,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202222,29/05/2022,02/06/2022,04/06/2022,2022,22,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202223,05/06/2022,09/06/2022,11/06/2022,2022,23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202224,12/06/2022,16/06/2022,18/06/2022,2022,24,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202225,19/06/2022,23/06/2022,25/06/2022,2022,25,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
202226,26/06/2022,30/06/2022,02/07/2022,2022,26,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202227,03/07/2022,07/07/2022,09/07/2022,2022,27,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202228,10/07/2022,14/07/2022,16/07/2022,2022,28,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202229,17/07/2022,21/07/2022,23/07/2022,2022,29,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202230,24/07/2022,28/07/2022,30/07/2022,2022,30,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202231,31/07/2022,04/08/2022,06/08/2022,2022,31,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202232,07/08/2022,11/08/2022,13/08/2022,2022,32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202233,14/08/2022,18/08/2022,20/08/2022,2022,33,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202234,21/08/2022,25/08/2022,27/08/2022,2022,34,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202235,28/08/2022,01/09/2022,03/09/2022,2022,35,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202236,04/09/2022,08/09/2022,10/09/2022,2022,36,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202237,11/09/2022,15/09/2022,17/09/2022,2022,37,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202238,18/09/2022,22/09/2022,24/09/2022,2022,38,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202239,25/09/2022,29/09/2022,01/10/2022,2022,39,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202240,02/10/2022,06/10/2022,08/10/2022,2022,40,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
202241,09/10/2022,13/10/2022,15/10/2022,2022,41,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202242,16/10/2022,20/10/2022,22/10/2022,2022,42,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202243,23/10/2022,27/10/2022,29/10/2022,2022,43,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202244,30/10/2022,03/11/2022,05/11/2022,2022,44,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202245,06/11/2022,10/11/2022,12/11/2022,2022,45,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202246,13/11/2022,17/11/2022,19/11/2022,2022,46,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202247,20/11/2022,24/11/2022,26/11/2022,2022,47,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202248,27/11/2022,01/12/2022,03/12/2022,2022,48,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202249,04/12/2022,08/12/2022,10/12/2022,2022,49,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202250,11/12/2022,15/12/2022,17/12/2022,2022,50,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202251,18/12/2022,22/12/2022,24/12/2022,2022,51,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202252,25/12/2022,29/12/2022,31/12/2022,2022,52,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202301,01/01/2023,05/01/2023,07/01/2023,2023,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202302,08/01/2023,12/01/2023,14/01/2023,2023,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202303,15/01/2023,19/01/2023,21/01/2023,2023,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202304,22/01/2023,26/01/2023,28/01/2023,2023,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202305,29/01/2023,02/02/2023,04/02/2023,2023,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202306,05/02/2023,09/02/2023,11/02/2023,2023,6,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202307,12/02/2023,16/02/2023,18/02/2023,2023,7,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202308,19/02/2023,23/02/2023,25/02/2023,2023,8,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202309,26/02/2023,02/03/2023,04/03/2023,2023,9,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202310,05/03/2023,09/03/2023,11/03/2023,2023,10,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202311,12/03/2023,16/03/2023,18/03/2023,2023,11,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202312,19/03/2023,23/03/2023,25/03/2023,2023,12,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202313,26/03/2023,30/03/2023,01/04/2023,2023,13,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202314,02/04/2023,06/04/2023,08/04/2023,2023,14,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202315,09/04/2023,13/04/2023,15/04/2023,2023,15,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202316,16/04/2023,20/04/2023,22/04/2023,2023,16,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202317,23/04/2023,27/04/2023,29/04/2023,2023,17,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202318,30/04/2023,04/05/2023,06/05/2023,2023,18,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202319,07/05/2023,11/05/2023,13/05/2023,2023,19,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202320,14/05/2023,18/05/2023,20/05/2023,2023,20,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202321,21/05/2023,25/05/2023,27/05/2023,2023,21,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202322,28/05/2023,01/06/2023,03/06/2023,2023,22,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202323,04/06/2023,08/06/2023,10/06/2023,2023,23,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202324,11/06/2023,15/06/2023,17/06/2023,2023,24,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202325,18/06/2023,22/06/2023,24/06/2023,2023,25,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
202326,25/06/2023,29/06/2023,01/07/2023,2023,26,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202327,02/07/2023,06/07/2023,08/07/2023,2023,27,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202328,09/07/2023,13/07/2023,15/07/2023,2023,28,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
